ID,start,end,code,label/0/group,label/0/text,label/1/group,label/1/text,label/2/group,label/2/text,pos_x,pos_y
1,5.92,25.92,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,52.5,34.0
2,8.87,28.87,22. Danijel Loncar,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,38.8,29.5
3,8.87,28.87,22. Danijel Loncar,Team,NK Osijek,Action,Lost balls,Half,1st half,84.6,63.5
4,11.79,31.79,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Fouls,Half,1st half,84.7,65.2
5,15.92,16.92,Start,,,,,,,,
6,19.97,39.97,2. Edis Malikji,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,21.0,3.1
7,22.87,42.87,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,36.7,60.8
8,22.87,42.87,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,68.3,7.2
9,22.87,42.87,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,68.3,7.2
10,22.87,42.87,6. Ante Majstorovic,Team,NK Osijek,Action,Challenges (won),Half,1st half,36.7,60.8
11,22.87,42.87,6. Ante Majstorovic,Team,NK Osijek,Action,Air challenges (won),Half,1st half,36.7,60.8
12,22.87,42.87,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Air challenges (lost),Half,1st half,68.3,7.2
13,25.31,45.31,39. Damjan Bohar,Team,NK Osijek,Action,Passes accurate,Half,1st half,50.7,66.8
14,27.54,47.54,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,46.7,54.6
15,28.6,48.6,7. Vedran Jugovic,Team,NK Osijek,Action,Lost balls,Half,1st half,47.4,37.8
16,28.6,48.6,7. Vedran Jugovic,Team,NK Osijek,Action,Lost balls (in opp. half),Half,1st half,47.4,37.8
17,28.6,48.6,7. Vedran Jugovic,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,40.7,47.1
18,29.97,49.97,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Interceptions,Half,1st half,57.6,30.2
19,29.97,49.97,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Interceptions (in opp. half),Half,1st half,57.6,30.2
20,30.09,50.09,25. Marin Pilj,Team,NK Osijek,Action,Tackles (Unsuccessful actions),Half,1st half,48.1,37.4
21,30.09,50.09,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Dribbles (Successful actions),Half,1st half,56.9,30.6
22,30.09,50.09,25. Marin Pilj,Team,NK Osijek,Action,Challenges (lost),Half,1st half,48.1,37.4
23,31.03,51.03,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,56.5,29.4
24,32.14,52.14,17. Indrit Tuci,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,60.1,24.0
25,32.14,52.14,7. Vedran Jugovic,Team,NK Osijek,Action,Tackles (Successful actions),Half,1st half,44.9,44.0
26,32.14,52.14,7. Vedran Jugovic,Team,NK Osijek,Action,Challenges (won),Half,1st half,44.9,44.0
27,32.14,52.14,17. Indrit Tuci,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,60.1,24
28,32.45,52.45,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,47.1,45.0
29,34.99,54.99,39. Damjan Bohar,Team,NK Osijek,Action,Passes accurate,Half,1st half,54.7,56.3
30,36.66,56.66,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,39.7,60.5
31,39.88,59.88,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,32.8,52.1
32,43.01,63.01,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,31.4,22.5
33,46.41,66.41,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,30.6,46.3
34,49.33,69.33,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,38.4,60.4
35,51.5,71.5,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,35.5,51.6
36,55.75,75.75,22. Danijel Loncar,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,41.9,23.2
37,59.44,79.44,2. Edis Malikji,Team,NK Lokomotiva,Action,Interceptions,Half,1st half,14.0,20.5
38,109.05,129.05,20. Mario Jurcevic,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,105.0,68.0
39,110.77,130.77,17. Indrit Tuci,Team,NK Lokomotiva,Action,Interceptions,Half,1st half,12.6,35.9
40,114.13,134.13,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Picking-ups,Half,1st half,65.9,27.2
41,114.13,134.13,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,65.9,27.2
42,114.13,134.13,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Picking-ups (in opp. half),Half,1st half,65.9,27.2
43,118.34,138.34,1. Ivica Ivusic,Team,NK Osijek,Action,Lost balls,Half,1st half,83.1,37.0
44,118.34,138.34,1. Ivica Ivusic,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,37.7,29.6
45,120.91,140.91,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Picking-ups,Half,1st half,21.9,31.0
46,120.91,140.91,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,21.9,31.0
47,123.16,143.16,17. Indrit Tuci,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,40.6,23.3
48,123.16,143.16,20. Mario Jurcevic,Team,NK Osijek,Action,Challenges (lost),Half,1st half,64.4,44.7
49,123.16,143.16,20. Mario Jurcevic,Team,NK Osijek,Action,Air challenges (lost),Half,1st half,64.4,44.7
50,123.16,143.16,17. Indrit Tuci,Team,NK Lokomotiva,Action,Air challenges (won),Half,1st half,40.6,23.3
51,124.54,144.54,26. Fran Karacic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,45.9,12.2
52,124.54,144.54,26. Fran Karacic,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,45.9,12.2
53,124.54,144.54,7. Vedran Jugovic,Team,NK Osijek,Action,Challenges (lost),Half,1st half,59.1,55.8
54,129.48,149.48,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,63.9,12.5
55,134.35,154.35,17. Indrit Tuci,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,65.4,9.7
56,135.45,155.45,36. Marko Dira,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,58.0,14.7
57,137.17,157.17,2. Edis Malikji,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,55.2,6.2
58,140.73,160.73,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,32.7,24.5
59,142.91,162.91,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,13.0,35.6
60,146.32,166.32,6. Ante Majstorovic,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,38.8,39.2
61,146.32,166.32,6. Ante Majstorovic,Team,NK Osijek,Action,Picking-ups,Half,1st half,38.8,39.2
62,148.55,168.55,2. Edis Malikji,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,69.3,46.4
63,148.55,168.55,2. Edis Malikji,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,44.7,21.4
64,148.55,168.55,2. Edis Malikji,Team,NK Lokomotiva,Action,Interceptions,Half,1st half,44.7,21.4
65,152.51,172.51,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,35.7,21.6
66,152.51,172.51,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Picking-ups,Half,1st half,35.7,21.6
67,156.13,176.13,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Air challenges (won),Half,1st half,67.9,26.1
68,156.13,176.13,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Lost balls,Half,1st half,79.3,31.8
69,156.13,176.13,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,37.1,41.9
70,156.13,176.13,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Challenges (won),Half,1st half,67.9,26.1
71,156.13,176.13,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,67.9,26.1
72,156.13,176.13,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Air challenges (lost),Half,1st half,37.1,41.9
73,158.85,178.85,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Picking-ups,Half,1st half,25.7,36.2
74,158.85,178.85,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,25.7,36.2
75,160.24,180.24,36. Marko Dira,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,31.8,35.8
76,161.6,181.6,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,19.1,31.1
77,163.48,183.48,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,4.8,34.6
78,167.75,187.75,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,10.1,63.8
79,171.99,191.99,7. Vedran Jugovic,Team,NK Osijek,Action,Fouls,Half,1st half,54.7,12.9
80,198.33,218.33,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,30.9,8.2
81,201.49,221.49,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Lost balls (in opp. half),Half,1st half,45.2,7.4
82,201.49,221.49,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Lost balls,Half,1st half,45.2,7.4
83,201.49,221.49,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,16.0,4.2
84,203.81,223.81,36. Marko Dira,Team,NK Lokomotiva,Action,Picking-ups (in opp. half),Half,1st half,59.8,60.6
85,203.81,223.81,36. Marko Dira,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,59.8,60.6
86,203.81,223.81,36. Marko Dira,Team,NK Lokomotiva,Action,Picking-ups,Half,1st half,59.8,60.6
87,206.25,226.25,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,59.2,66.9
88,208.42,228.42,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,68.6,66.2
89,208.55,228.55,9. Ante Erceg,Team,NK Osijek,Action,Interceptions,Half,1st half,39.2,1.9
90,218.38,238.38,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,59.5,67.5
91,220.36,240.36,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Challenges (lost),Half,1st half,32.3,1.3
92,220.36,240.36,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,72.7,66.7
93,220.94,240.94,9. Ante Erceg,Team,NK Osijek,Action,Challenges (won),Half,1st half,34.3,4.1
94,220.94,240.94,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,70.7,63.9
95,222.69,242.69,8. Oliver Petrak,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,72.2,59.0
96,222.69,242.69,25. Marin Pilj,Team,NK Osijek,Action,Challenges (lost),Half,1st half,32.8,9
97,223.61,243.61,9. Ante Erceg,Team,NK Osijek,Action,Passes accurate,Half,1st half,35.1,6.9
98,223.61,243.61,8. Oliver Petrak,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,69.9,61.1
99,223.61,243.61,9. Ante Erceg,Team,NK Osijek,Action,Challenges (won),Half,1st half,35.1,6.9
100,223.61,243.61,8. Oliver Petrak,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,69.9,61.1
101,225.9,245.9,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,29.8,4.6
102,227.1,247.1,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,17.6,12.2
103,233.52,253.52,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Lost balls,Half,1st half,75.2,8.6
104,233.52,253.52,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Challenges (lost),Half,1st half,75.2,8.6
105,233.52,253.52,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,29.8,59.4
106,236.41,256.41,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,19.8,62.5
107,239.68,259.68,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,9.7,35.2
108,241.45,261.45,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,18.9,31.7
109,252.85,272.85,26. Fran Karacic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,77.5,7.8
110,258.56,278.56,2. Edis Malikji,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,79.8,5.1
111,263.38,283.38,36. Marko Dira,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,70.8,5.8
112,263.38,283.38,36. Marko Dira,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,59.8,8.2
113,263.82,283.82,39. Damjan Bohar,Team,NK Osijek,Action,Interceptions,Half,1st half,34.2,62.2
114,265.99,285.99,36. Marko Dira,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,60,17.7
115,265.99,285.99,36. Marko Dira,Team,NK Lokomotiva,Action,Tackles (Unsuccessful actions),Half,1st half,60,17.7
116,265.99,285.99,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Picking-ups,Half,1st half,45.0,50.3
117,265.99,285.99,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Dribbles (Successful actions),Half,1st half,45.0,50.3
118,266.58,286.58,36. Marko Dira,Team,NK Lokomotiva,Action,Fouls,Half,1st half,59.7,18.5
119,280.95,300.95,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,46.5,48.6
120,284.69,304.69,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,42.5,28.7
121,288.03,308.03,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,42.6,40.3
122,290.3,310.3,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,43.3,22.3
123,293.15,313.15,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,50.6,2.4
124,294.43,314.43,9. Ante Erceg,Team,NK Osijek,Action,Challenges (lost),Half,1st half,64.9,2.7
125,294.43,314.43,3. Stipo Markovic,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,40.1,65.3
126,294.43,314.43,9. Ante Erceg,Team,NK Osijek,Action,Lost balls,Half,1st half,64.9,2.7
127,294.43,314.43,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,40.1,65.3
128,295.99,315.99,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,47.3,64.9
129,298.26,318.26,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,44.3,65.5
130,299.47,319.47,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,62.8,57.1
131,299.47,319.47,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,62.8,57.1
132,299.47,319.47,22. Danijel Loncar,Team,NK Osijek,Action,Challenges (won),Half,1st half,42.2,10.9
133,301.08,321.08,25. Marin Pilj,Team,NK Osijek,Action,Picking-ups,Half,1st half,52.8,14.0
134,301.08,321.08,25. Marin Pilj,Team,NK Osijek,Action,Passes accurate,Half,1st half,52.8,14.0
135,301.08,321.08,25. Marin Pilj,Team,NK Osijek,Action,Picking-ups (in opp. half),Half,1st half,52.8,14.0
136,303.19,323.19,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,46.0,21.8
137,304.3,324.3,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,50.0,35.4
138,309.69,329.69,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,45.8,35.2
139,312.13,332.13,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,42.6,27.0
140,315.03,335.03,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,41.1,42.5
141,316.93,336.93,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,52.8,47.6
142,317.83,337.83,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,62.2,47.9
143,319.85,339.85,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,50.3,50.2
144,321.02,341.02,25. Marin Pilj,Team,NK Osijek,Action,Passes accurate,Half,1st half,56.7,38.7
145,324.62,344.62,6. Ante Majstorovic,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,48.9,39.7
146,324.62,344.62,6. Ante Majstorovic,Team,NK Osijek,Action,Lost balls,Half,1st half,92.9,10.5
147,327.8,347.8,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,12.1,57.5
148,327.8,347.8,3. Stipo Markovic,Team,NK Lokomotiva,Action,Picking-ups,Half,1st half,12.1,57.5
149,330.97,350.97,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,23.0,62.1
150,332.62,352.62,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,15.6,62.2
151,332.62,352.62,3. Stipo Markovic,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,48.6,46.4
152,332.62,352.62,3. Stipo Markovic,Team,NK Lokomotiva,Action,Lost balls (in opp. half),Half,1st half,48.6,46.4
153,334.55,354.55,7. Vedran Jugovic,Team,NK Osijek,Action,Interceptions,Half,1st half,56.4,21.6
154,334.55,354.55,7. Vedran Jugovic,Team,NK Osijek,Action,Interceptions (in opp. half),Half,1st half,56.4,21.6
155,334.55,354.55,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,56.4,21.6
156,336.23,356.23,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,62.4,20.4
157,340.29,360.29,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,47.1,47.1
158,342.16,362.16,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,78.5,56.1
159,345.63,365.63,39. Damjan Bohar,Team,NK Osijek,Action,Passes accurate,Half,1st half,84.0,62.7
160,349.36,369.36,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,81.3,44.2
161,353.5,373.5,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,89.4,6.9
162,355.86,375.86,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,102.3,42.1
163,355.86,375.86,2. Edis Malikji,Team,NK Lokomotiva,Action,Air challenges (lost),Half,1st half,2.7,25.9
164,355.86,375.86,20. Mario Jurcevic,Team,NK Osijek,Action,Air challenges (won),Half,1st half,102.3,42.1
165,355.86,375.86,2. Edis Malikji,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,2.7,25.9
166,355.86,375.86,20. Mario Jurcevic,Team,NK Osijek,Action,Challenges (won),Half,1st half,102.3,42.1
167,357.53,377.53,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Wide shot (Goalkeepers),Half,1st half,10.3,27.6
168,357.53,377.53,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Wide shot,Half,1st half,94.7,40.4
169,357.53,377.53,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Shots,Half,1st half,94.7,40.4
170,391.53,411.53,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,5.4,28.4
171,394.43,414.43,36. Marko Dira,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,59.3,22.8
172,394.43,414.43,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,45.7,45.2
173,394.43,414.43,36. Marko Dira,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,59.3,22.8
174,394.43,414.43,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Challenges (won),Half,1st half,45.7,45.2
175,394.43,414.43,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Air challenges (won),Half,1st half,45.7,45.2
176,394.43,414.43,36. Marko Dira,Team,NK Lokomotiva,Action,Air challenges (lost),Half,1st half,59.3,22.8
177,395.86,415.86,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Passes accurate,Half,1st half,58.8,39.3
178,399.14,419.14,9. Ante Erceg,Team,NK Osijek,Action,Passes accurate,Half,1st half,55.1,25.8
179,403.02,423.02,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,46.8,3.5
180,406.18,426.18,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,29.9,18.5
181,409.65,429.65,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,33.7,46.5
182,411.74,431.74,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,37.6,60.3
183,416.71,436.71,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,44.6,45.4
184,418.57,438.57,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,55.1,30.2
185,420.88,440.88,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,42.0,11.2
186,423.74,443.74,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,40.4,1.9
187,425.96,445.96,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,46.9,8.7
188,426.87,446.87,25. Marin Pilj,Team,NK Osijek,Action,Passes accurate,Half,1st half,60.9,23.2
189,429.68,449.68,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,48.5,30.3
190,432.51,452.51,2. Edis Malikji,Team,NK Lokomotiva,Action,Tackles (Unsuccessful actions),Half,1st half,26.9,6.7
191,432.51,452.51,39. Damjan Bohar,Team,NK Osijek,Action,Dribbles (Successful actions),Half,1st half,78.1,61.3
192,432.51,452.51,2. Edis Malikji,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,26.9,6.7
193,432.84,452.84,2. Edis Malikji,Team,NK Lokomotiva,Action,Fouls,Half,1st half,26.8,6.4
194,438,458,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,78.2,61.6
195,441.91,461.91,39. Damjan Bohar,Team,NK Osijek,Action,Passes accurate,Half,1st half,78.5,41.9
196,442.96,462.96,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Errors leading to goal,Half,1st half,21.8,32.6
197,442.96,462.96,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Errors,Half,1st half,21.8,32.6
198,443.31,463.31,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Fouls,Half,1st half,21.0,32.3
199,498.3,548.3,25. Marin Pilj,Team,NK Osijek,Action,Goals,Half,1st half,84.0,35.7
200,498.3,548.3,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Goals conceded,Half,1st half,21,32.3
201,513.31,533.31,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Errors leading to goal,Half,1st half,21.0,32.3
202,513.31,533.31,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Errors,Half,1st half,21.0,32.3
203,560.8,580.8,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,52.5,34.0
204,562.78,582.78,8. Oliver Petrak,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,42.2,34.9
205,562.78,582.78,8. Oliver Petrak,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,92.2,0.0
206,577.36,597.36,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,20.9,68.0
207,579.14,599.14,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,54.4,10.6
208,579.14,599.14,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Challenges (lost),Half,1st half,50.6,57.4
209,579.14,599.14,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,54.4,10.6
210,580.41,600.41,36. Marko Dira,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,58.5,12.7
211,581.4,601.4,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,40.1,53.8
212,581.4,601.4,7. Vedran Jugovic,Team,NK Osijek,Action,Challenges (won),Half,1st half,40.1,53.8
213,581.4,601.4,17. Indrit Tuci,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,64.9,14.2
214,581.4,601.4,7. Vedran Jugovic,Team,NK Osijek,Action,Air challenges (won),Half,1st half,40.1,53.8
215,581.4,601.4,17. Indrit Tuci,Team,NK Lokomotiva,Action,Air challenges (lost),Half,1st half,64.9,14.2
216,584.81,604.81,39. Damjan Bohar,Team,NK Osijek,Action,Passes accurate,Half,1st half,55.4,66.7
217,585.34,605.34,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Passes accurate,Half,1st half,60.2,62.4
218,586.35,606.35,39. Damjan Bohar,Team,NK Osijek,Action,Dribbles (Unsuccessful actions),Half,1st half,50.3,66.6
219,586.35,606.35,17. Indrit Tuci,Team,NK Lokomotiva,Action,Tackles (Successful actions),Half,1st half,54.7,1.4
220,586.35,606.35,17. Indrit Tuci,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,54.7,1.4
221,586.35,606.35,39. Damjan Bohar,Team,NK Osijek,Action,Challenges (lost),Half,1st half,50.3,66.6
222,601.41,621.41,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,50.3,68.0
223,602.68,622.68,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,64.0,61.9
224,602.68,622.68,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Lost balls,Half,1st half,80.7,51.9
225,606.2,626.2,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,24.3,16.1
226,606.2,626.2,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Picking-ups,Half,1st half,24.3,16.1
227,609.35,629.35,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,6.7,24.3
228,611.31,631.31,2. Edis Malikji,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,26.9,6.3
229,611.31,631.31,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Challenges (won),Half,1st half,78.1,61.7
230,619.77,639.77,2. Edis Malikji,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,30.6,0.1
231,621.79,641.79,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,60.0,8.8
232,621.79,641.79,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,60,8.8
233,621.79,641.79,6. Ante Majstorovic,Team,NK Osijek,Action,Challenges (won),Half,1st half,45.0,59.2
234,621.79,641.79,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,45.0,59.2
